id;naam;subdomein;label;Fase;Competentie-tekst
computational;Computational Thinking;decompositie;probleem of taak opdelen in kleinere deelproblemen of -taken die het oplossen eenvoudiger maken;3;Weergeven van deelproblemen/deeltaken in een passende visuele weergave (bijv. stappenschema)
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;1;Herkennen van patronen in de dag zoals het ritme van opstaan, aankleden, naar school, spelen, eten, slapen
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;1;Bespreken van patronen in de leefomgeving (bijv. ritme van seizoenen, huizen in een straat)
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;1;Voortzetten van patronen met concrete voorwerpen, op papier en digitaal
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;2;Verkennen van patronen in verhalen en gedichten, liedjes, ritmes en dans
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;2;Onderzoeken van patronen in de leefomgeving (netnummers en postcodes, autokentekens)
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;2;Herkennen van patronen in grammatica en spelling en onderzoeken van regels hiervoor
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;2;Ontdekken van een patroon in een probleem (bijv. een terugkerende fout in een situatie of taak)
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;3;Onderzoeken, categoriseren en herkennen van patronen in concrete situaties en abstracte situaties zoals cijferreeksen
computational;Computational Thinking;patroonherkenning;herkennen van patronen in situaties, problemen en oplossingen;3;Zoeken naar vergelijkbare probleemsituaties om de daar gekozen oplossing te (her-)gebruiken bij de eigen probleemsituatie
computational;Computational Thinking;patroonherkenning;automatiseren van eenvoudige patronen met digitale technologie;1;Herkennen van de herhaling van taken in verschillende situaties
computational;Computational Thinking;patroonherkenning;automatiseren van eenvoudige patronen met digitale technologie;1;Beseffen dat een computer een taak eindeloos kan herhalen (bijv. in oefeningen)
computational;Computational Thinking;patroonherkenning;automatiseren van eenvoudige patronen met digitale technologie;2;Herkennen van voorbeelden van terugkerende taken waarvoor een computer wordt ingezet
computational;Computational Thinking;patroonherkenning;automatiseren van eenvoudige patronen met digitale technologie;2;Vergelijken van resultaten van handelingen die handmatig of door apparaten zijn uitgevoerd
computational;Computational Thinking;patroonherkenning;automatiseren van eenvoudige patronen met digitale technologie;2;Bespreken van de rol van automatisering in het dagelijkse leven
computational;Computational Thinking;patroonherkenning;automatiseren van eenvoudige patronen met digitale technologie;3;Onderzoeken of en op welke manier digitale technologie kan worden ingezet bij een telkens terugkerende taak of handeling
computational;Computational Thinking;patroonherkenning;automatiseren van eenvoudige patronen met digitale technologie;3;Bespreken van voor- en nadelen van het geautomatiseerd uitvoeren van taken
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;1;(na)vertellen van concrete situaties op hoofdlijnen
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;1;Aangeven van elementaire kenmerken van personen, planten, dieren en voorwerpen
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;1;Bespreken wat het belangrijkste is van een uit te voeren taak
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;2;Onderzoeken in welke vormen 'abstractie' in de omgeving voorkomt
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;2;Herkennen van belangrijke elementen in een proces, verhaal of foto
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;2;Herkennen, gebruiken en zelf maken van verschillende 'geabstraheerde verschijningsvormen' zoals plattegrond/kaart en schema
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;3;Aangeven van belangrijkste aspecten bij een probleem of vraagstukv
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;3;Weergeven van een proces of situatie in de werkelijkheid in een samenvatting op hoofdlijnen
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;3;Grafisch of schematisch weergeven van een proces of situatie in een model (modellering)
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;3;Onderzoeken of een conceptueel model een juiste weergave van een proces of situatie is
computational;Computational Thinking;abstractie;richten op belangrijke informatie van een probleem en details buiten beschouwing laten;3;Onderzoeken en in kaart brengen van het model dat achter een eenvoudig computerspel ligt (modellering)
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;1;Ontdekken dat bepaalde reeksen een logische ordening kennen
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;1;Plaatsen van instructies of regels in een logische volgorde
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;1;Op volgorde uitvoeren van een reeks instructies of regels die leidt tot een resultaat
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;1;Samen formuleren van een serie geordende instructies voor het uitvoeren van een bepaalde taak
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;1;Samen opzetten van 'als-dan' redeneringen en conclusies trekken uit deze redeneringen
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;1;Voorspellen wat er gebeurt in bepaalde situaties in een spelapp op een digitaal apparaat
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;1;Samen exploreren welke instructies nodig zijn voor programmeerbaar speelgoed om een probleem op te lossen
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;1;Ervaren dat door handelingen gelijktijdig uit te voeren een taak sneller uitgevoerd kan worden (parallellisatie)
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Samen verkennen van voorbeelden van een 'algoritme'
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Onderzoeken waar in de directe omgeving algoritmes worden gebruikt
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Ontwikkelen van een reeks instructies om een probleem op te lossen
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Onderzoeken van een gegeven reeks instructies of regels en oplossen van mogelijke fouten in deze reeks
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Onderzoeken hoe een algoritme kan worden weergegeven door middel van symbolen
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Verkennen van een beslisboom als voorbeeld van een algoritme (bijv. een determinatiekaart voor dieren, bomen of planten)
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Onderzoeken wat de achterliggende regel is bij een instructie (bijv. een getallenreeks of een 'als-dan' redenering)
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Uitschrijven van een reeks instructies in codetaal die door een ander opgevolgd kan worden als oplossing van een probleem
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Kennismaken met eenvoudige programmeersoftware om vertrouwd te raken met beginselen van programmeren (bijv. door een script te maken met blokjes en commando's)
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;2;Identificeren van handelingen die binnen een uit te voeren taak gelijktijdig uitgevoerd kunnen worden (parallellisatie)
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Onderzoeken van een gegeven algoritme op werking en bruikbaarheid in een bepaalde situatie
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Formuleren van een set instructies of regels met sequentie en/of herhalingslussen voor het oplossen van een probleem
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Zoeken en identificeren van procedures bij rekenen en taal als voorbeelden van algoritmes
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Ontwerpen van een beslisboom bij de stappen in een proces
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Onderzoeken van een gegeven algoritme op mogelijke fouten en deze verbeteren (debugging)
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Bewust worden van het belang dat een algoritme nauwkeurig én eenduidig geformuleerd is
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Verkennen of een probleem vertaald kan worden in instructies of regels
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Een complexe taak welke handelingen gelijktijdig uitgevoerd kunnen worden (parallellisatie)
computational;Computational Thinking;algoritmes;Verklaren van de werking en zelf ontwerpen van een serie geordende instructies of regels die stap voor stap worden uitgevoerd om een probleem op te lossen;3;Exploreren van de programmeertaal in eenvoudige programmeer-software
computational;Computational Thinking;reflectie;reflecteren op computational thinking;1;Praten met elkaar over hoe 'problemen' opgelost worden met digitale technologie
computational;Computational Thinking;reflectie;reflecteren op computational thinking;1;Praten over genomen beslissingen, gevonden oplossingen en de rol van de computer hierbij
computational;Computational Thinking;reflectie;reflecteren op computational thinking;2;Verkennen of een probleem vertaald kan worden in instructies of regels die de inzet van een computer mogelijk maakt
computational;Computational Thinking;reflectie;reflecteren op computational thinking;2;Reflecteren op de inzet van decompositie, patroonherkenning, abstractie en algoritmes bij het oplossen een probleem
computational;Computational Thinking;reflectie;reflecteren op computational thinking;2;Onderzoeken van de meerwaarde van de computer bij het oplossen van een probleem
computational;Computational Thinking;reflectie;reflecteren op computational thinking;3;Reflecteren op de inzet van decompositie, patroonherkenning, abstractie en algoritmes bij het oplossen een probleem
computational;Computational Thinking;reflectie;reflecteren op computational thinking;3;Onderzoeken of een gevonden oplossing voor een probleem in een andere situatie herbruikbaar is (generalisatie)
computational;Computational Thinking;reflectie;reflecteren op computational thinking;3;Bespreken van voor- en nadelen én de gevolgen bij het inzetten van een computer voor het oplossen van een probleem
